0.1	0.632082	-0.996326	
0.2	0.629149	-0.959433	
0.301	0.628262	-0.9085	
0.401	0.629209	-0.857255	
0.502	0.630688	-0.805896	
0.603	0.632342	-0.754467	
0.704	0.634145	-0.702365	
0.804	0.635545	-0.651037	
0.905	0.63659	-0.60032	
1.006	0.637419	-0.549085	
1.106	0.63811	-0.498009	
1.207	0.638442	-0.446299	
1.308	0.638594	-0.394981	
1.409	0.638597	-0.343633	
1.51	0.638842	-0.291751	
1.61	0.638995	-0.239527	
1.711	0.639432	-0.187159	
1.812	0.64046	-0.135204	
1.913	0.641208	-0.0827215	
2.014	0.641507	-0.0307681	
2.114	0.641389	0.0209495	
2.214	0.641376	0.0727689	
2.314	0.641228	0.12423	
2.414	0.640993	0.176178	
2.515	0.641056	0.228968	
2.615	0.640809	0.281394	
2.716	0.639973	0.334256	
2.817	0.638693	0.38676	
2.918	0.637773	0.440086	
3.019	0.636673	0.493345	
3.119	0.635733	0.546112	
3.22	0.634814	0.598392	
3.321	0.633903	0.650186	
3.422	0.632586	0.701974	
3.523	0.630792	0.753451	
3.623	0.628979	0.804243	
3.724	0.626766	0.855146	
3.825	0.62365	0.905662	
3.926	0.620427	0.952426	
4.027	0.613768	0.993706	
4.128	0.602877	1.03868	
4.229	0.591979	1.08081	
4.33	0.579024	1.11906	
4.431	0.560787	1.15923	
4.532	0.542489	1.19553	
4.633	0.520313	1.22862	
4.734	0.49503	1.26318	
4.835	0.470657	1.2922	
4.936	0.444624	1.31703	
5.037	0.41257	1.34323	
5.138	0.38058	1.36781	
5.238	0.352938	1.38667	
5.339	0.314948	1.40723	
5.44	0.271525	1.43203	
5.541	0.235099	1.45115	
5.642	0.193479	1.46754	
5.743	0.148322	1.48355	
5.844	0.100985	1.49833	
5.945	0.0498454	1.51488	
6.046	0.00385978	1.52698	
6.147	-0.0450109	1.5361	
6.248	-0.0970657	1.54307	
6.349	-0.149426	1.54784	
6.45	-0.201989	1.55063	
6.551	-0.255167	1.5524	
6.652	-0.308876	1.55332	
6.753	-0.362642	1.55313	
6.854	-0.415503	1.55265	
6.955	-0.46855	1.55208	
7.056	-0.521227	1.55107	
7.157	-0.574478	1.54969	
7.258	-0.627539	1.54725	
7.359	-0.679915	1.54412	
7.46	-0.731715	1.53991	
7.561	-0.780098	1.53356	
7.662	-0.827301	1.52403	
7.763	-0.876424	1.51076	
7.863	-0.922933	1.49485	
7.964	-0.96645	1.47663	
8.065	-1.00658	1.45475	
8.166	-1.04836	1.42557	
8.267	-1.08628	1.396	
8.367	-1.11586	1.36843	
8.468	-1.14464	1.33345	
8.569	-1.17322	1.2943	
8.67	-1.19419	1.25991	
8.771	-1.21614	1.2157	
8.872	-1.24229	1.16518	
8.973	-1.26302	1.12099	
9.074	-1.27976	1.07299	
9.175	-1.29582	1.02158	
9.276	-1.30898	0.968647	
9.377	-1.31983	0.914574	
9.478	-1.32829	0.859753	
9.579	-1.33505	0.804314	
9.68	-1.33952	0.749434	
9.781	-1.34344	0.693684	
9.882	-1.34602	0.637984	
9.983	-1.34757	0.582439	
10.084	-1.34855	0.526684	
10.185	-1.34851	0.471922	
10.286	-1.34824	0.41607	
10.387	-1.34706	0.360845	
10.488	-1.34514	0.305925	
10.589	-1.34194	0.250854	
10.69	-1.33788	0.196896	
10.791	-1.3325	0.145464	
10.892	-1.32444	0.0963255	
10.992	-1.31446	0.0533328	
11.093	-1.29957	0.00921025	
11.194	-1.28142	-0.0364213	
11.295	-1.26275	-0.0750186	
11.396	-1.24066	-0.111064	
11.497	-1.2158	-0.146946	
11.598	-1.18931	-0.180087	
11.699	-1.16033	-0.210711	
11.8	-1.12859	-0.240696	
11.901	-1.09456	-0.27013	
12.002	-1.05783	-0.299838	
12.103	-1.01897	-0.328121	
12.204	-0.977918	-0.356179	
12.305	-0.934058	-0.384099	
12.406	-0.888012	-0.41155	
12.507	-0.838991	-0.439162	
12.608	-0.788886	-0.466922	
12.709	-0.741158	-0.491744	
12.81	-0.703809	-0.515962	
12.911	-0.665093	-0.548164	
13.012	-0.625807	-0.582854	
13.113	-0.596824	-0.614005	
13.214	-0.568552	-0.65166	
13.315	-0.543652	-0.690155	
13.416	-0.52256	-0.730682	
13.517	-0.505561	-0.772391	
13.617	-0.493905	-0.812908	
13.718	-0.486993	-0.855352	
13.819	-0.483444	-0.897128	
13.92	-0.483665	-0.93666	
14.021	-0.488037	-0.974832	
14.122	-0.495798	-1.01172	
14.223	-0.50738	-1.04801	
14.324	-0.522672	-1.0845	
14.425	-0.540091	-1.117	
14.526	-0.561075	-1.1482	
14.627	-0.585065	-1.17654	
14.728	-0.612211	-1.20288	
14.829	-0.640803	-1.22689	
14.93	-0.674352	-1.25049	
15.031	-0.710688	-1.27534	
15.132	-0.744833	-1.29515	
15.233	-0.78555	-1.31572	
15.334	-0.826983	-1.33501	
15.435	-0.869494	-1.35187	
15.536	-0.916698	-1.36978	
15.637	-0.962302	-1.38504	
15.738	-1.00783	-1.39753	
15.839	-1.05676	-1.40786	
15.94	-1.1074	-1.41637	
16.041	-1.15886	-1.42294	
16.142	-1.21074	-1.42767	
16.242	-1.26364	-1.43094	
16.343	-1.31648	-1.43271	
16.443	-1.3691	-1.43365	
16.544	-1.42165	-1.43376	
16.645	-1.47433	-1.43329	
16.745	-1.52628	-1.43267	
16.846	-1.57852	-1.43134	
16.946	-1.62923	-1.42951	
17.047	-1.67983	-1.42678	
17.148	-1.72938	-1.42269	
17.248	-1.77553	-1.4179	
17.349	-1.81865	-1.40913	
17.449	-1.8636	-1.39806	
17.55	-1.90424	-1.38529	
17.651	-1.94332	-1.36978	
17.751	-1.98088	-1.35209	
17.852	-2.01465	-1.33303	
17.952	-2.04512	-1.31303	
18.053	-2.07383	-1.29156	
18.154	-2.10149	-1.26574	
18.254	-2.12728	-1.23761	
18.355	-2.15143	-1.2072	
18.456	-2.17598	-1.17217	
18.556	-2.19621	-1.14205	
18.657	-2.21763	-1.1023	
18.757	-2.23855	-1.06403	
18.858	-2.25635	-1.02534	
18.959	-2.27339	-0.98277	
19.059	-2.28813	-0.939865	
19.16	-2.30218	-0.895091	
19.26	-2.31422	-0.84886	
19.361	-2.32529	-0.800571	
19.462	-2.33454	-0.751367	
19.562	-2.34202	-0.701295	
19.663	-2.34799	-0.649878	
19.763	-2.35294	-0.597675	
19.864	-2.35639	-0.545396	
19.965	-2.35927	-0.491955	
20.065	-2.36128	-0.439611	
20.166	-2.3626	-0.386489	
20.267	-2.36353	-0.333365	
20.367	-2.36386	-0.280922	
20.468	-2.36344	-0.226402	
20.568	-2.36304	-0.172555	
20.669	-2.3628	-0.117832	
20.77	-2.36246	-0.062919	
20.87	-2.36207	-0.00843954	
20.971	-2.36189	0.0464048	
21.071	-2.36191	0.100713	
21.172	-2.36169	0.155839	
21.273	-2.36163	0.210602	
21.373	-2.36207	0.265258	
21.474	-2.36296	0.320885	
21.574	-2.3638	0.375916	
21.675	-2.36428	0.430678	
21.776	-2.36447	0.484106	
21.876	-2.36466	0.535573	
21.977	-2.36504	0.588195	
22.077	-2.36501	0.639901	
22.178	-2.3656	0.691438	
22.279	-2.36638	0.743434	
22.379	-2.36791	0.794402	
22.48	-2.37	0.844566	
22.581	-2.37249	0.893649	
22.681	-2.37641	0.939826	
22.782	-2.3813	0.984815	
22.882	-2.38941	1.02297	
22.983	-2.40158	1.06522	
23.084	-2.41453	1.10532	
23.184	-2.43001	1.14322	
23.285	-2.44894	1.18182	
23.385	-2.46873	1.21728	
23.486	-2.49074	1.24952	
23.587	-2.51567	1.28051	
23.687	-2.54124	1.30729	
23.788	-2.56827	1.33183	
23.888	-2.59917	1.35509	
23.989	-2.63209	1.37856	
24.09	-2.66308	1.39705	
24.19	-2.70243	1.4193	
24.291	-2.74036	1.43994	
24.392	-2.77895	1.45765	
24.492	-2.82129	1.47512	
24.593	-2.86507	1.4914	
24.693	-2.9083	1.50497	
24.794	-2.95525	1.51871	
24.895	-3.00299	1.53086	
24.995	-3.05184	1.53982	
25.096	-3.10217	1.54666	
25.196	-3.15322	1.5522	
25.297	-3.20489	1.556	
25.398	-3.25699	1.55891	
25.498	-3.30796	1.5611	
25.599	-3.35995	1.56256	
25.699	-3.41208	1.56355	
25.8	-3.46494	1.56408	
25.901	-3.51774	1.56442	
26.001	-3.57013	1.56473	
26.102	-3.62306	1.56476	
26.202	-3.6759	1.56478	
26.303	-3.72913	1.5648	
26.404	-3.78211	1.56513	
26.504	-3.83492	1.56526	
26.605	-3.88798	1.56531	
26.706	-3.94151	1.56509	
26.806	-3.99406	1.56511	
26.907	-4.04705	1.56502	
27.007	-4.1001	1.5649	
27.108	-4.15387	1.56445	
27.209	-4.20763	1.56363	
27.309	-4.26075	1.56269	
27.41	-4.31368	1.56169	
27.51	-4.36647	1.561	
27.611	-4.41998	1.55989	
27.712	-4.4723	1.55855	
27.812	-4.52392	1.55706	
27.913	-4.57621	1.55545	
28.013	-4.62772	1.5533	
28.114	-4.67821	1.55012	
28.215	-4.72833	1.54592	
28.315	-4.77468	1.54008	
28.416	-4.82017	1.53166	
28.517	-4.86352	1.52045	
28.617	-4.9042	1.50751	
28.718	-4.9453	1.49025	
28.818	-4.98492	1.47112	
28.919	-5.01925	1.45055	
29.02	-5.05329	1.42592	
29.12	-5.08731	1.39759	
29.221	-5.11763	1.36879	
29.321	-5.1443	1.33774	
29.422	-5.16946	1.30068	
29.523	-5.19848	1.25669	
29.623	-5.22019	1.21933	
29.724	-5.2403	1.17748	
29.824	-5.25866	1.14032	
29.925	-5.27488	1.10611	
30.026	-5.28975	1.0732	
30.126	-5.30377	1.04113	
30.227	-5.31527	1.01096	
30.327	-5.32682	0.981464	
30.428	-5.34055	0.94219	
30.529	-5.35211	0.90348	
30.629	-5.36176	0.866635	
30.73	-5.3713	0.829001	
30.831	-5.37924	0.784254	
30.931	-5.38704	0.739015	
31.032	-5.3921	0.697389	
31.132	-5.39711	0.65752	
31.233	-5.40166	0.614915	
31.334	-5.40555	0.567019	
31.434	-5.40724	0.522469	
31.535	-5.409	0.480866	
31.635	-5.41074	0.437697	
31.736	-5.41129	0.389215	
31.837	-5.4107	0.343402	
31.937	-5.41064	0.300069	
32.038	-5.41064	0.254153	
32.138	-5.40953	0.20609	
32.238	-5.408	0.15989	
32.338	-5.40708	0.115383	
32.438	-5.40682	0.0699055	
32.539	-5.40555	0.0201479	
32.639	-5.40382	-0.0282436	
32.74	-5.40272	-0.0741629	
32.84	-5.40206	-0.12143	
32.941	-5.40082	-0.172022	
33.042	-5.39925	-0.221903	
33.142	-5.39854	-0.268029	
33.243	-5.39841	-0.316509	
33.343	-5.3975	-0.368195	
33.444	-5.39605	-0.419261	
33.545	-5.39531	-0.467533	
33.645	-5.39522	-0.51709	
33.746	-5.39461	-0.57049	
33.847	-5.39353	-0.623295	
33.947	-5.39392	-0.67308	
34.048	-5.39653	-0.723362	
34.148	-5.39992	-0.775291	
34.249	-5.40374	-0.830482	
34.35	-5.40755	-0.880825	
34.45	-5.41535	-0.922327	
34.551	-5.42868	-0.971544	
34.651	-5.44242	-1.01476	
34.752	-5.4608	-1.05547	
34.853	-5.48178	-1.09655	
34.953	-5.50284	-1.1313	
35.054	-5.52687	-1.16295	
35.154	-5.55414	-1.19516	
35.255	-5.58337	-1.22355	
35.356	-5.61696	-1.25184	
35.456	-5.65321	-1.27964	
35.557	-5.69206	-1.30646	
35.658	-5.73251	-1.33181	
35.758	-5.77523	-1.35656	
35.859	-5.82067	-1.38139	
35.959	-5.86642	-1.40493	
36.06	-5.91187	-1.42846	
36.161	-5.95456	-1.4512	
36.261	-5.99071	-1.47292	
36.362	-6.02524	-1.49822	
36.462	-6.05915	-1.52565	
36.563	-6.08905	-1.5527	
36.664	-6.11548	-1.58064	
36.764	-6.14162	-1.61111	
36.865	-6.1635	-1.64026	
36.965	-6.18405	-1.67257	
37.066	-6.2101	-1.71243	
37.167	-6.22913	-1.74557	
37.267	-6.24881	-1.78404	
37.368	-6.26768	-1.8246	
37.468	-6.28436	-1.8665	
37.569	-6.30054	-1.91112	
37.67	-6.31538	-1.95792	
37.77	-6.33024	-2.00705	
37.871	-6.34189	-2.05599	
37.972	-6.35135	-2.10733	
38.072	-6.3587	-2.15947	
38.173	-6.36415	-2.21328	
38.273	-6.36832	-2.2661	
38.374	-6.37184	-2.32062	
38.475	-6.37378	-2.37509	
38.575	-6.37522	-2.42944	
38.676	-6.37621	-2.48467	
38.776	-6.37692	-2.5397	
38.877	-6.37747	-2.59517	
38.978	-6.37785	-2.65017	
39.078	-6.37825	-2.70519	
39.179	-6.37845	-2.7604	
39.279	-6.3782	-2.81527	
39.38	-6.37779	-2.87022	
39.481	-6.37774	-2.92499	
39.581	-6.37753	-2.9801	
39.682	-6.37715	-3.03496	
39.783	-6.37687	-3.09037	
39.883	-6.37672	-3.1447	
39.984	-6.37669	-3.19928	
40.084	-6.37683	-3.25428	
40.185	-6.37697	-3.30927	
40.286	-6.37715	-3.36463	
40.386	-6.37736	-3.41909	
40.487	-6.37778	-3.47457	
40.587	-6.37789	-3.5293	
40.688	-6.37799	-3.585	
40.789	-6.37775	-3.64011	
40.889	-6.37772	-3.69491	
40.99	-6.37781	-3.75058	
41.09	-6.37761	-3.80519	
41.191	-6.37723	-3.86014	
41.292	-6.37654	-3.91519	
41.392	-6.37606	-3.96927	
41.493	-6.37536	-4.02364	
41.593	-6.37524	-4.07778	
41.694	-6.37485	-4.13213	
41.795	-6.37366	-4.18601	
41.895	-6.3726	-4.24058	
41.996	-6.37122	-4.29598	
42.097	-6.36947	-4.35127	
42.197	-6.36778	-4.4061	
42.298	-6.36613	-4.46045	
42.398	-6.36466	-4.51402	
42.499	-6.36319	-4.5679	
42.6	-6.36212	-4.62115	
42.7	-6.36053	-4.67365	
42.801	-6.35829	-4.72544	
42.901	-6.35533	-4.775	
43.002	-6.35172	-4.82326	
43.103	-6.34509	-4.86595	
43.203	-6.33542	-4.9099	
43.304	-6.32534	-4.95299	
43.404	-6.31134	-4.99151	
43.505	-6.29403	-5.03168	
43.606	-6.27466	-5.07028	
43.706	-6.25513	-5.10545	
43.807	-6.23214	-5.13697	
43.908	-6.20601	-5.16855	
44.008	-6.17898	-5.19693	
44.109	-6.15075	-5.22122	
44.209	-6.12105	-5.24347	
44.31	-6.08994	-5.26317	
44.411	-6.05613	-5.28014	
44.511	-6.02008	-5.29428	
44.612	-5.98335	-5.30595	
44.712	-5.94814	-5.31347	
44.813	-5.91192	-5.31801	
44.914	-5.8767	-5.31949	
45.014	-5.84203	-5.31815	
45.115	-5.80989	-5.31685	
45.215	-5.77819	-5.31387	
45.316	-5.74749	-5.30791	
45.417	-5.71582	-5.30048	
45.517	-5.68574	-5.29071	
45.618	-5.65661	-5.28002	
45.718	-5.62761	-5.26652	
45.819	-5.59888	-5.25074	
45.92	-5.56835	-5.23071	
46.02	-5.53758	-5.20724	
46.121	-5.50804	-5.17763	
46.222	-5.486	-5.14717	
46.322	-5.46682	-5.11343	
46.423	-5.4484	-5.07258	
46.523	-5.43059	-5.02858	
46.624	-5.41443	-4.98316	
46.725	-5.39984	-4.93565	
46.825	-5.38709	-4.88642	
46.926	-5.37612	-4.83482	
47.026	-5.36666	-4.78153	
47.127	-5.35966	-4.72802	
47.228	-5.35419	-4.67338	
47.328	-5.3499	-4.61804	
47.429	-5.34656	-4.56231	
47.529	-5.34415	-4.50626	
47.63	-5.34273	-4.45009	
47.731	-5.3415	-4.39321	
47.831	-5.34102	-4.33666	
47.932	-5.34091	-4.27915	
48.033	-5.341	-4.22134	
48.133	-5.34178	-4.16393	
48.234	-5.34291	-4.10639	
48.334	-5.34327	-4.04946	
48.435	-5.34343	-3.99161	
48.536	-5.34341	-3.93381	
48.636	-5.34371	-3.87679	
48.737	-5.34346	-3.81911	
48.837	-5.34292	-3.76209	
48.938	-5.34251	-3.70406	
49.039	-5.34174	-3.64457	
49.139	-5.34113	-3.5864	
49.24	-5.34074	-3.52857	
49.34	-5.33994	-3.47142	
49.441	-5.33851	-3.4122	
49.542	-5.33695	-3.35402	
49.642	-5.33558	-3.29618	
49.743	-5.33438	-3.23834	
49.843	-5.33254	-3.18116	
49.944	-5.33016	-3.12423	
50.045	-5.32652	-3.06813	
50.145	-5.32104	-3.01672	
50.246	-5.31231	-2.96781	
50.347	-5.29925	-2.91757	
50.447	-5.28504	-2.8706	
50.548	-5.26643	-2.82951	
50.648	-5.24009	-2.78495	
50.749	-5.21617	-2.74693	
50.85	-5.18791	-2.71418	
50.95	-5.15458	-2.68159	
51.051	-5.12304	-2.65536	
51.151	-5.0871	-2.63156	
51.252	-5.04256	-2.60053	
51.353	-5.01026	-2.57704	
51.453	-4.97186	-2.55807	
51.554	-4.92802	-2.53917	
51.654	-4.88073	-2.52212	
51.755	-4.83164	-2.50794	
51.856	-4.78091	-2.49475	
51.956	-4.72893	-2.48448	
52.057	-4.67513	-2.47689	
52.158	-4.6197	-2.47105	
52.258	-4.56442	-2.46651	
52.359	-4.50857	-2.4634	
52.459	-4.45257	-2.46143	
52.56	-4.39685	-2.46037	
52.661	-4.3401	-2.45974	
52.761	-4.28519	-2.46015	
52.862	-4.22943	-2.46063	
52.962	-4.17502	-2.4617	
53.063	-4.12096	-2.46305	
53.164	-4.06702	-2.46536	
53.264	-4.01374	-2.46846	
53.365	-3.96155	-2.4731	
53.465	-3.91627	-2.47951	
53.566	-3.87033	-2.49016	
53.667	-3.8215	-2.50393	
53.767	-3.78095	-2.5176	
53.868	-3.74487	-2.53478	
53.968	-3.70324	-2.5597	
54.069	-3.66686	-2.58393	
54.17	-3.63635	-2.61051	
54.27	-3.60669	-2.64064	
54.371	-3.58065	-2.67164	
54.472	-3.55369	-2.70929	
54.572	-3.531	-2.74392	
54.673	-3.50733	-2.78584	
54.773	-3.48437	-2.82646	
54.874	-3.46597	-2.86723	
54.975	-3.44865	-2.91279	
55.075	-3.43278	-2.95935	
55.176	-3.41885	-3.0087	
55.276	-3.4076	-3.05972	
55.377	-3.39815	-3.11108	
55.478	-3.39063	-3.16363	
55.578	-3.385	-3.21683	
55.679	-3.38095	-3.27108	
55.779	-3.37832	-3.32406	
55.88	-3.37638	-3.37753	
55.981	-3.37463	-3.43186	
56.081	-3.37375	-3.48612	
56.182	-3.37354	-3.54008	
56.283	-3.37358	-3.59567	
56.383	-3.37303	-3.65027	
56.484	-3.37277	-3.70515	
56.584	-3.37272	-3.76065	
56.685	-3.37249	-3.81609	
56.786	-3.3725	-3.87126	
56.886	-3.37245	-3.92582	
56.987	-3.37244	-3.98085	
57.087	-3.37215	-4.03563	
57.188	-3.37138	-4.09034	
57.289	-3.3714	-4.14509	
57.389	-3.37109	-4.20382	
57.49	-3.36988	-4.26035	
57.59	-3.36805	-4.31695	
57.691	-3.3665	-4.37352	
57.792	-3.36506	-4.42958	
57.892	-3.36379	-4.4848	
57.993	-3.36309	-4.54064	
58.093	-3.36297	-4.59444	
58.194	-3.3624	-4.64808	
58.295	-3.36165	-4.70019	
58.395	-3.36097	-4.74664	
58.496	-3.36093	-4.78433	
58.597	-3.36082	-4.81072	
58.697	-3.36001	-4.83723	
58.798	-3.35876	-4.86447	
58.898	-3.35648	-4.8916	
58.999	-3.35338	-4.92063	
59.1	-3.34976	-4.94788	
59.2	-3.34495	-4.9759	
59.301	-3.3392	-5.00451	
59.401	-3.33214	-5.03344	
59.502	-3.32361	-5.06261	
59.603	-3.31407	-5.09137	
59.703	-3.30331	-5.11973	
59.804	-3.29023	-5.14947	
59.904	-3.27566	-5.17815	
60.005	-3.25914	-5.20653	
60.106	-3.23986	-5.23476	
60.206	-3.21817	-5.26156	
60.307	-3.19415	-5.28839	
60.408	-3.16732	-5.31309	
60.508	-3.14109	-5.33539	
60.609	-3.111	-5.35791	
60.709	-3.07947	-5.37763	
60.81	-3.04611	-5.39418	
60.911	-3.01287	-5.407	
61.011	-2.98003	-5.41633	
61.112	-2.94879	-5.42377	
61.212	-2.91974	-5.42923	
61.313	-2.89242	-5.43401	
61.414	-2.86765	-5.43801	
61.514	-2.84425	-5.4418	
61.615	-2.82246	-5.44619	
61.715	-2.80153	-5.45066	
61.816	-2.78108	-5.45568	
61.917	-2.76215	-5.4615	
62.017	-2.75485	-5.46374	
62.118	-2.75486	-5.46374	
62.218	-2.75486	-5.46374	
62.319	-2.75486	-5.46374	
62.42	-2.75486	-5.46373	
62.52	-2.75486	-5.46373	
62.621	-2.75486	-5.46373	
62.722	-2.75486	-5.46373	
62.822	-2.75486	-5.46373	
62.923	-2.75486	-5.46373	
63.023	-2.75486	-5.46373	
63.124	-2.75486	-5.46373	
63.225	-2.75486	-5.46373	
63.325	-2.75486	-5.46373	
63.426	-2.75486	-5.46373	
63.526	-2.75486	-5.46373	
63.627	-2.75486	-5.46373	
63.728	-2.75486	-5.46373	
63.828	-2.75486	-5.46373	
63.929	-2.75486	-5.46373	
64.03	-2.75486	-5.46373	
64.131	-2.75486	-5.46373	
64.232	-2.75486	-5.46373	
64.333	-2.75486	-5.46373	
64.433	-2.75486	-5.46373	
64.534	-2.75487	-5.46373	
64.635	-2.75487	-5.46373	
